,Content ID,User ID,Type of Reaction,Sentiment,Score,Type of Content,Category
15707,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,2129de92-ee91-425f-a854-07c553ee0b74,cherish,positive,70,video,culture
15708,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,hate,negative,5,video,culture
15709,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,b9bcd994-f000-4f6b-87fc-caae08acfaa1,hate,negative,5,video,culture
15710,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,9664d628-9163-4aae-94e0-311f3bdb2f11,indifferent,neutral,20,video,culture
15711,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,fa16aabb-fac3-4310-b19c-ce7021eb825b,indifferent,neutral,20,video,culture
15712,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,acfcd174-178c-4af3-8118-5be702fb80cf,indifferent,neutral,20,video,culture
15713,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,85503a94-e733-486e-989e-12ff9b59f2d3,indifferent,neutral,20,video,culture
15714,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,e377a5c2-0378-4684-b7d1-5d80e04243ed,super love,positive,75,video,culture
15715,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,super love,positive,75,video,culture
15716,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,like,positive,50,video,culture
15717,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,like,positive,50,video,culture
15718,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,ffdb3615-516c-422f-aa24-a137e3027d3a,like,positive,50,video,culture
15719,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,953cb190-5704-4926-adc2-057c6f3e3cb4,heart,positive,60,video,culture
15720,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,1879b698-1639-438e-a07e-ddd735f8d57c,heart,positive,60,video,culture
15721,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,7918d465-0953-4f20-9e28-539e74c82e2f,heart,positive,60,video,culture
15722,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,f5d9a26e-986d-4d8e-a1c9-69493fb64736,heart,positive,60,video,culture
15723,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,002cd824-10f2-447c-8d1c-940325a1cdf4,heart,positive,60,video,culture
15724,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,ef56931b-540b-4166-9090-73ae48ac8d97,heart,positive,60,video,culture
15725,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,4eed2f45-f040-4995-a60f-472af1ff379a,want,positive,70,video,culture
15726,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,want,positive,70,video,culture
15727,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,1ee25417-3648-4220-9b8f-fc82d1ef450c,intrigued,positive,45,video,culture
15728,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,intrigued,positive,45,video,culture
15729,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,intrigued,positive,45,video,culture
15730,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,2af7f476-41b6-4147-aac7-0bbcb5043895,love,positive,65,video,culture
15731,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,love,positive,65,video,culture
15732,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,1e571af5-1796-424c-b744-a925897d44a3,love,positive,65,video,culture
15733,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,ddc4db8e-0000-48c4-8fdb-d32af87fb823,love,positive,65,video,culture
15734,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,adore,positive,72,video,culture
15735,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,adore,positive,72,video,culture
15736,95fe7e7c-f327-4a0a-af06-5a88346f8546,3455a646-398f-4b16-b19a-1371cdb2e048,disgust,negative,0,video,science
15737,95fe7e7c-f327-4a0a-af06-5a88346f8546,9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,scared,negative,15,video,science
15738,95fe7e7c-f327-4a0a-af06-5a88346f8546,4dc7482d-e44b-47cc-bc27-7bf663497997,scared,negative,15,video,science
15739,95fe7e7c-f327-4a0a-af06-5a88346f8546,2aae6657-1214-4119-8cde-6b0dc5cd5529,scared,negative,15,video,science
15740,95fe7e7c-f327-4a0a-af06-5a88346f8546,f7785ec1-7383-4815-8206-80de7c05fdf9,interested,positive,30,video,science
15741,95fe7e7c-f327-4a0a-af06-5a88346f8546,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,interested,positive,30,video,science
15742,95fe7e7c-f327-4a0a-af06-5a88346f8546,56e65b5b-e1b4-4f67-b596-e75bf103783b,peeking,neutral,35,video,science
15743,95fe7e7c-f327-4a0a-af06-5a88346f8546,fd7396b2-a18b-449c-b326-e676aebd7776,peeking,neutral,35,video,science
15744,95fe7e7c-f327-4a0a-af06-5a88346f8546,70848bd7-6cd5-4686-b22b-a9afb05541a5,peeking,neutral,35,video,science
15745,95fe7e7c-f327-4a0a-af06-5a88346f8546,8d3661fd-d953-4c1b-857d-82b3e34f569e,cherish,positive,70,video,science
15746,95fe7e7c-f327-4a0a-af06-5a88346f8546,6fd58dea-315a-4ab2-8023-424a6ff455cd,hate,negative,5,video,science
15747,95fe7e7c-f327-4a0a-af06-5a88346f8546,2af7f476-41b6-4147-aac7-0bbcb5043895,hate,negative,5,video,science
15748,95fe7e7c-f327-4a0a-af06-5a88346f8546,d1a89d23-7d17-4949-9e1a-637317141f3d,hate,negative,5,video,science
15749,95fe7e7c-f327-4a0a-af06-5a88346f8546,054b5d2a-7ee3-49c8-912a-1cf58389ae60,indifferent,neutral,20,video,science
15750,95fe7e7c-f327-4a0a-af06-5a88346f8546,4eed2f45-f040-4995-a60f-472af1ff379a,indifferent,neutral,20,video,science
15751,95fe7e7c-f327-4a0a-af06-5a88346f8546,c1e01541-7508-4712-a22c-0370f232a41e,worried,negative,12,video,science
15752,95fe7e7c-f327-4a0a-af06-5a88346f8546,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,worried,negative,12,video,science
15753,95fe7e7c-f327-4a0a-af06-5a88346f8546,a6e32004-8866-40e5-aaeb-e159c13fd42a,worried,negative,12,video,science
15754,95fe7e7c-f327-4a0a-af06-5a88346f8546,4bc62825-3109-4796-9465-1bf853165347,like,positive,50,video,science
15755,95fe7e7c-f327-4a0a-af06-5a88346f8546,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,want,positive,70,video,science
15756,95fe7e7c-f327-4a0a-af06-5a88346f8546,56e65b5b-e1b4-4f67-b596-e75bf103783b,want,positive,70,video,science
15757,95fe7e7c-f327-4a0a-af06-5a88346f8546,eff1e86a-8ede-4a41-818b-9442e3181ee3,adore,positive,72,video,science
15758,95fe7e7c-f327-4a0a-af06-5a88346f8546,d1a89d23-7d17-4949-9e1a-637317141f3d,adore,positive,72,video,science
15759,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,317c70d5-fe65-4663-afb1-150108e0e55c,disgust,negative,0,photo,animals
15760,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,375985a6-ae79-43d2-b7c6-b182d83f1eaf,dislike,negative,10,photo,animals
15761,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,6978b891-dea2-4217-8bc8-47d5aa25e743,scared,negative,15,photo,animals
15762,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,scared,negative,15,photo,animals
15763,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,4607d7b0-3313-49b8-9f73-5b8227fc5b67,peeking,neutral,35,photo,animals
15764,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,92b87fa5-f271-43e0-af66-84fac21052e6,peeking,neutral,35,photo,animals
15765,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,peeking,neutral,35,photo,animals
15766,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,002cd824-10f2-447c-8d1c-940325a1cdf4,cherish,positive,70,photo,animals
15767,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,hate,negative,5,photo,animals
15768,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,23a48585-f2cf-4a20-8d30-f49361d5625c,hate,negative,5,photo,animals
15769,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,d51a3403-8bab-4d88-af4f-a429c6d8c168,indifferent,neutral,20,photo,animals
15770,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,b09e3125-2162-443b-bea0-25895b7605bc,indifferent,neutral,20,photo,animals
15771,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,d1a89d23-7d17-4949-9e1a-637317141f3d,super love,positive,75,photo,animals
15772,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,90898216-e580-46c0-8e79-f2df84a9676d,super love,positive,75,photo,animals
15773,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,683d880b-3ccf-4f4d-8182-96e7a7a884bd,super love,positive,75,photo,animals
15774,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,like,positive,50,photo,animals
15775,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,80e03bc0-fc8f-475b-a4dd-870844b7a313,like,positive,50,photo,animals
15776,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,7719b807-bf22-4b36-8f69-44d9a87d239b,like,positive,50,photo,animals
15777,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,80e03bc0-fc8f-475b-a4dd-870844b7a313,heart,positive,60,photo,animals
15778,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,90e2caab-9daa-4bf0-8104-c25e6c70c59d,heart,positive,60,photo,animals
15779,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,heart,positive,60,photo,animals
15780,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,heart,positive,60,photo,animals
15781,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,e89d4cb0-3bec-43b8-8060-719983fe68a9,heart,positive,60,photo,animals
15782,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,324e384a-9963-4d17-94aa-21859ea85062,heart,positive,60,photo,animals
15783,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,766886c9-a63a-4446-bb4a-07d611b3b212,heart,positive,60,photo,animals
15784,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,80e03bc0-fc8f-475b-a4dd-870844b7a313,want,positive,70,photo,animals
15785,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,want,positive,70,photo,animals
15786,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,f4ed8f9c-5eac-4d77-a206-c60afda2921a,want,positive,70,photo,animals
15787,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,want,positive,70,photo,animals
15788,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,90e2caab-9daa-4bf0-8104-c25e6c70c59d,intrigued,positive,45,photo,animals
15789,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,intrigued,positive,45,photo,animals
15790,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,2026ccb6-77b2-494c-9b6b-a5d32aa86776,love,positive,65,photo,animals
15791,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,48bed4d7-0329-472c-96d9-b23a103eb834,love,positive,65,photo,animals
15792,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,d6204684-926d-41db-ae9c-a7bf2e76313a,love,positive,65,photo,animals
15793,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,adore,positive,72,photo,animals
15794,8b08e78c-4798-463a-b868-a0dc9fde777f,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,disgust,negative,0,GIF,public speaking
15795,8b08e78c-4798-463a-b868-a0dc9fde777f,e3417115-6e56-4f55-a4ae-70353582a8c4,dislike,negative,10,GIF,public speaking
15796,8b08e78c-4798-463a-b868-a0dc9fde777f,f182f7d5-e202-4e89-832e-02205dd2ff02,scared,negative,15,GIF,public speaking
15797,8b08e78c-4798-463a-b868-a0dc9fde777f,b473e898-b7b0-4a57-959d-484bf4cc4483,scared,negative,15,GIF,public speaking
15798,8b08e78c-4798-463a-b868-a0dc9fde777f,63e1cb43-d3dc-491a-af16-209c1c152c44,scared,negative,15,GIF,public speaking
15799,8b08e78c-4798-463a-b868-a0dc9fde777f,2941011b-f214-4430-8a14-e791ed0805bb,interested,positive,30,GIF,public speaking
15800,8b08e78c-4798-463a-b868-a0dc9fde777f,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,peeking,neutral,35,GIF,public speaking
15801,8b08e78c-4798-463a-b868-a0dc9fde777f,425b7021-0409-4358-af39-2bff14197d0a,peeking,neutral,35,GIF,public speaking
15802,8b08e78c-4798-463a-b868-a0dc9fde777f,d74e1b39-7b34-4bcb-a24d-e215097187f5,cherish,positive,70,GIF,public speaking
15803,8b08e78c-4798-463a-b868-a0dc9fde777f,b827588c-31b2-47f3-916a-a1dbf7987f50,hate,negative,5,GIF,public speaking
15804,8b08e78c-4798-463a-b868-a0dc9fde777f,1a1be722-70b0-47e0-a737-1700cffa1e6d,super love,positive,75,GIF,public speaking
15805,8b08e78c-4798-463a-b868-a0dc9fde777f,624db443-c716-4227-ac84-a6f7c3a59162,worried,negative,12,GIF,public speaking
15806,8b08e78c-4798-463a-b868-a0dc9fde777f,54729154-eb5c-413a-8837-887365057910,worried,negative,12,GIF,public speaking
15807,8b08e78c-4798-463a-b868-a0dc9fde777f,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,like,positive,50,GIF,public speaking
15808,8b08e78c-4798-463a-b868-a0dc9fde777f,7719b807-bf22-4b36-8f69-44d9a87d239b,like,positive,50,GIF,public speaking
15809,8b08e78c-4798-463a-b868-a0dc9fde777f,69fcad9e-45a9-4189-b7e1-96b26c57c542,heart,positive,60,GIF,public speaking
15810,8b08e78c-4798-463a-b868-a0dc9fde777f,15e325b1-c221-4bf8-8010-18d76b03646e,heart,positive,60,GIF,public speaking
15811,8b08e78c-4798-463a-b868-a0dc9fde777f,c64c5004-6ab5-4faa-9fcd-8039fe57799d,heart,positive,60,GIF,public speaking
15812,8b08e78c-4798-463a-b868-a0dc9fde777f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,heart,positive,60,GIF,public speaking
15813,8b08e78c-4798-463a-b868-a0dc9fde777f,58fc0c8b-f669-4ee3-9a92-6d4290d85277,heart,positive,60,GIF,public speaking
15814,8b08e78c-4798-463a-b868-a0dc9fde777f,ba55c3a8-5ab2-486a-8c90-b972117453bb,heart,positive,60,GIF,public speaking
15815,8b08e78c-4798-463a-b868-a0dc9fde777f,77a7b81e-96f7-4e5a-92c7-5b07f7333913,want,positive,70,GIF,public speaking
15816,8b08e78c-4798-463a-b868-a0dc9fde777f,b841358a-d8ff-412e-b940-3a95fd31291b,love,positive,65,GIF,public speaking
15817,8b08e78c-4798-463a-b868-a0dc9fde777f,1d8dfb6a-330c-4eb9-a603-364f207c6e57,love,positive,65,GIF,public speaking
15818,8b08e78c-4798-463a-b868-a0dc9fde777f,1f7e22c8-558a-4b6f-a04f-b219593f029e,adore,positive,72,GIF,public speaking
15819,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,7918d465-0953-4f20-9e28-539e74c82e2f,disgust,negative,0,audio,science
15820,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,3ae50cc3-39cc-440a-8e31-3215011f2762,disgust,negative,0,audio,science
15821,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,766886c9-a63a-4446-bb4a-07d611b3b212,disgust,negative,0,audio,science
15822,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,571d7193-a3e6-4909-b25c-e891fc126f31,disgust,negative,0,audio,science
15823,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,disgust,negative,0,audio,science
15824,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,f3eb7ee0-7788-43a0-9686-1c399260b17e,dislike,negative,10,audio,science
15825,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,scared,negative,15,audio,science
15826,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,2af7f476-41b6-4147-aac7-0bbcb5043895,interested,positive,30,audio,science
15827,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,69532ce2-1ffe-4187-8042-0230d115b24e,interested,positive,30,audio,science
15828,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,987b33de-7307-48c1-b34a-6c6806d7af67,interested,positive,30,audio,science
15829,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,peeking,neutral,35,audio,science
15830,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,6978b891-dea2-4217-8bc8-47d5aa25e743,cherish,positive,70,audio,science
15831,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,cf34e8ee-f508-47bc-baa1-bcc576e1084d,hate,negative,5,audio,science
15832,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,4cbd005f-69d5-4a83-9947-7009f69c0e7d,hate,negative,5,audio,science
15833,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,80e03bc0-fc8f-475b-a4dd-870844b7a313,indifferent,neutral,20,audio,science
15834,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,indifferent,neutral,20,audio,science
15835,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,f182f7d5-e202-4e89-832e-02205dd2ff02,super love,positive,75,audio,science
15836,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,7d624010-a0e7-455b-a606-48c5c467dd80,super love,positive,75,audio,science
15837,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,2546684f-0387-4c46-b19b-9a5ddb2ef221,worried,negative,12,audio,science
15838,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,worried,negative,12,audio,science
15839,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,ade9db41-034e-4b27-befb-42117025dab0,like,positive,50,audio,science
15840,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,afab7336-04d3-45fe-8917-0327c56e7435,like,positive,50,audio,science
15841,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,9bb5d084-0b28-4352-8591-5b5a4efecdf0,like,positive,50,audio,science
15842,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,05782669-264e-4c14-990e-14c8dbb13bef,want,positive,70,audio,science
15843,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,18421d97-6f86-4d21-a7b1-dcc57dd8be76,want,positive,70,audio,science
15844,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,2ad548cd-a899-4992-972b-92cde9cea8f1,want,positive,70,audio,science
15845,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,a6133f47-5586-434e-8be1-1e7122db1c0e,intrigued,positive,45,audio,science
15846,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,intrigued,positive,45,audio,science
15847,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,47def058-01cc-478f-9830-eaddcccac633,intrigued,positive,45,audio,science
15848,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,d4dc38d4-5c80-428f-95da-b746a275531c,love,positive,65,audio,science
15849,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,37867a23-d07b-4990-8fa8-d694cf7d3b1b,adore,positive,72,audio,science
15850,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,375985a6-ae79-43d2-b7c6-b182d83f1eaf,adore,positive,72,audio,science
15851,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,a4a3247c-5e68-49d0-a768-a8d7db1c8ef4,adore,positive,72,audio,science
15852,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,31d378e7-9e95-4e8a-b564-7fd346027dfe,adore,positive,72,audio,science
15853,4304a382-1527-4e7d-af7b-691d976f9ad4,4cbd005f-69d5-4a83-9947-7009f69c0e7d,disgust,negative,0,video,tennis
15854,4304a382-1527-4e7d-af7b-691d976f9ad4,4ef2c812-b152-4a72-a443-f4ff787d7b0d,disgust,negative,0,video,tennis
15855,4304a382-1527-4e7d-af7b-691d976f9ad4,23a48585-f2cf-4a20-8d30-f49361d5625c,disgust,negative,0,video,tennis
15856,4304a382-1527-4e7d-af7b-691d976f9ad4,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,dislike,negative,10,video,tennis
15857,4304a382-1527-4e7d-af7b-691d976f9ad4,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,dislike,negative,10,video,tennis
15858,4304a382-1527-4e7d-af7b-691d976f9ad4,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,dislike,negative,10,video,tennis
15859,4304a382-1527-4e7d-af7b-691d976f9ad4,acbac577-54c9-4476-af3c-a3241a3f4a19,dislike,negative,10,video,tennis
15860,4304a382-1527-4e7d-af7b-691d976f9ad4,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,scared,negative,15,video,tennis
15861,4304a382-1527-4e7d-af7b-691d976f9ad4,69532ce2-1ffe-4187-8042-0230d115b24e,scared,negative,15,video,tennis
15862,4304a382-1527-4e7d-af7b-691d976f9ad4,2f112802-2501-45b5-a9d9-470cda6ef23e,interested,positive,30,video,tennis
15863,4304a382-1527-4e7d-af7b-691d976f9ad4,d16ed6bf-d35e-463b-92b0-393ee67e220c,peeking,neutral,35,video,tennis
15864,4304a382-1527-4e7d-af7b-691d976f9ad4,7719b807-bf22-4b36-8f69-44d9a87d239b,cherish,positive,70,video,tennis
15865,4304a382-1527-4e7d-af7b-691d976f9ad4,571d7193-a3e6-4909-b25c-e891fc126f31,hate,negative,5,video,tennis
15866,4304a382-1527-4e7d-af7b-691d976f9ad4,311d7214-711f-4f66-bc9a-e835fa54ffb6,hate,negative,5,video,tennis
15867,4304a382-1527-4e7d-af7b-691d976f9ad4,83f8edc6-90b1-4f96-a80b-d6aa74103610,indifferent,neutral,20,video,tennis
15868,4304a382-1527-4e7d-af7b-691d976f9ad4,7918d465-0953-4f20-9e28-539e74c82e2f,indifferent,neutral,20,video,tennis
15869,4304a382-1527-4e7d-af7b-691d976f9ad4,5897490a-0aaa-49c9-b63e-0da83088e3e0,indifferent,neutral,20,video,tennis
15870,4304a382-1527-4e7d-af7b-691d976f9ad4,289044c8-e74c-4814-898a-b3b5eba6e46e,indifferent,neutral,20,video,tennis
15871,4304a382-1527-4e7d-af7b-691d976f9ad4,ddc4db8e-0000-48c4-8fdb-d32af87fb823,indifferent,neutral,20,video,tennis
15872,4304a382-1527-4e7d-af7b-691d976f9ad4,85a3acae-0e71-49f4-a6ee-13d3df1f4962,super love,positive,75,video,tennis
15873,4304a382-1527-4e7d-af7b-691d976f9ad4,2f112802-2501-45b5-a9d9-470cda6ef23e,worried,negative,12,video,tennis
15874,4304a382-1527-4e7d-af7b-691d976f9ad4,9fbae7e6-65a9-4753-8db9-5f7855b6a540,like,positive,50,video,tennis
15875,4304a382-1527-4e7d-af7b-691d976f9ad4,2941011b-f214-4430-8a14-e791ed0805bb,like,positive,50,video,tennis
15876,4304a382-1527-4e7d-af7b-691d976f9ad4,ce7c338c-cad4-408f-895b-510ca73a388b,like,positive,50,video,tennis
15877,4304a382-1527-4e7d-af7b-691d976f9ad4,bc142f57-1307-46c6-9975-8c3a1e5f540c,heart,positive,60,video,tennis
15878,4304a382-1527-4e7d-af7b-691d976f9ad4,192a526b-4952-4bda-b659-4661dab12716,heart,positive,60,video,tennis
15879,4304a382-1527-4e7d-af7b-691d976f9ad4,a5c65404-5894-4b87-82f2-d787cbee86b4,heart,positive,60,video,tennis
15880,4304a382-1527-4e7d-af7b-691d976f9ad4,24789387-968b-425a-8836-14e243cda16c,intrigued,positive,45,video,tennis
15881,4304a382-1527-4e7d-af7b-691d976f9ad4,6e9c7f30-264a-4aa0-b3ac-36e852d10906,intrigued,positive,45,video,tennis
15882,4304a382-1527-4e7d-af7b-691d976f9ad4,2941011b-f214-4430-8a14-e791ed0805bb,love,positive,65,video,tennis
15883,4304a382-1527-4e7d-af7b-691d976f9ad4,596342af-6379-4551-8379-f4b805f9d576,love,positive,65,video,tennis
15884,4304a382-1527-4e7d-af7b-691d976f9ad4,953cb190-5704-4926-adc2-057c6f3e3cb4,adore,positive,72,video,tennis
15885,2ceee25a-8461-4409-ab41-7a72d97d722d,18c56602-937e-4ff3-bc6c-43f0b14212ca,disgust,negative,0,photo,animals
15886,2ceee25a-8461-4409-ab41-7a72d97d722d,0c347562-ce55-450b-91ab-0707662b36f5,disgust,negative,0,photo,animals
15887,2ceee25a-8461-4409-ab41-7a72d97d722d,fe224147-e893-4178-b46e-b12f22bd7ed1,dislike,negative,10,photo,animals
15888,2ceee25a-8461-4409-ab41-7a72d97d722d,bec3a622-1373-49c2-9d57-e0281c34f5cf,scared,negative,15,photo,animals
15889,2ceee25a-8461-4409-ab41-7a72d97d722d,374634b7-aead-4f2f-9303-c15f456c4094,scared,negative,15,photo,animals
15890,2ceee25a-8461-4409-ab41-7a72d97d722d,c1c53b8c-b6a8-4343-a369-4a0595a97807,scared,negative,15,photo,animals
15891,2ceee25a-8461-4409-ab41-7a72d97d722d,3954373b-2411-4d3a-98ba-03bafc1a1a6d,interested,positive,30,photo,animals
15892,2ceee25a-8461-4409-ab41-7a72d97d722d,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,interested,positive,30,photo,animals
15893,2ceee25a-8461-4409-ab41-7a72d97d722d,56e65b5b-e1b4-4f67-b596-e75bf103783b,peeking,neutral,35,photo,animals
15894,2ceee25a-8461-4409-ab41-7a72d97d722d,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,peeking,neutral,35,photo,animals
15895,2ceee25a-8461-4409-ab41-7a72d97d722d,cbc99939-e6a6-4269-9819-bffce6f38751,peeking,neutral,35,photo,animals
15896,2ceee25a-8461-4409-ab41-7a72d97d722d,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,peeking,neutral,35,photo,animals
15897,2ceee25a-8461-4409-ab41-7a72d97d722d,225f147b-0951-40a8-96fb-2ceba9f3153a,peeking,neutral,35,photo,animals
15898,2ceee25a-8461-4409-ab41-7a72d97d722d,40e643fb-369c-4ecb-beb7-810114f331fa,cherish,positive,70,photo,animals
15899,2ceee25a-8461-4409-ab41-7a72d97d722d,987b33de-7307-48c1-b34a-6c6806d7af67,hate,negative,5,photo,animals
